,image_id,justification,level_2,text
8631,IMG_0178,J_Terrorism,1,"YOU SHOULD DRAW PARTICULAR ATTENTION TO PARAGRAPH 9 EXPRESSING THE PRIME MINISTER’S HOPE THAT MR LYNCH’S PUBLIC RESPONSE WILL BE HELPFUL PARTICULARLY IN CONDEMNING VIOLENCE, WITH THE AIM OF HIS MAKING CLEAR TO THE MINORITY IN THE NORTH THAT THEY SHOULD NOT INTERPET THE MEASURES TAKEN AS DIRECTED AGAINST THEM BUT ONLY AT INDIVIDUALS WHO ARE DELIBERATELY USING VIOLENCE TO CREATE DISORDER."
8638,IMG_0179,J_Terrorism,1,THE SECURITY FORCES ARE ACCORDINGLY ARRESTING AND DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR COMMITTING OR ABETTING ACTS OF TERRORISM AND OTHER BREACHES OF THE PEACE DESIGNED TO LEAD TO A BREAKDOWN OF LAW AND ORDER IN NORTHERN IRELAND.
8639,IMG_0179,J_Terrorism,2,"THE LATEST SERIES OF ACTS OF TERRORISM BY THE IRA AND THEIR RECENT DECLARATIONS OF THEIR INTENTION TO CONTINUE AND EVEN ESCALATE THAT CAMPAIGN HAVE MADE IT ESSENTIAL TO TAKE THIS ACTION HOWEVER ABHORRENT, IN ORDER TO PREVENT"
8645,IMG_0180,J_Terrorism,1,HE UNDERMINING OF ECONOMIC AND SOCIAL STABILITY IN NORTHERN IRELAND.
8646,IMG_0180,J_Terrorism,2,"THERE IS ALSO THE FACT THAT THE INTIMIDATION OF THE POPULATION BY THE TERRORISTS HAS BEEN INCREASINGLY HAMPERING THE PROCESS OF GATHERING. INTELLIGENCE, AND HAS IMPEDED THE COURSE OF JUSTICE."
8652,IMG_0185,J_Terrorism,1,"The 
security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland."
8653,IMG_0185,J_Terrorism,2,The latest
8659,IMG_0186,J_Terrorism,1,"Page 1 : (60,91) - (416,215)"
8666,IMG_0189,J_Terrorism,1,"Page 1 : (99,246) - (449,350)"
8667,IMG_0189,J_Terrorism,2,The latest series of acts of terrorism by the I.R.A. and their recent.
8673,IMG_0190,J_Terrorism,1,"Page 1 : (112,240) - (454,322)"
8674,IMG_0190,J_Terrorism,2,declarations of their intention to continue and even escalate that campaign have made it impossible for him
8680,IMG_0191,J_Terrorism,1,"Page 1 : (84,289) - (411,388)"
8687,IMG_0195,J_Terrorism,1,THE SECURITY FORCES ARE ACCORDINGLY ARRESTING AND DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR COMMITTING OR ABETTING ACTSOF TERRORISM AND OTHER BREACHES OF THE PEACE DESIGNED TO LEAD TO A BREAKDOWN OF LAW ANDORDER IN NORTHERN IRELAND.
8688,IMG_0195,J_Terrorism,2,THE IRA AND THEIR RECENT DECLARATIONS OF THEIR INTENTION TO CONTINUE AND EVEN ESCALATE THEIR CAMPAIGN HAVE MADE IT IMPOSSIBLE FOR HIM TO RESIST THE PRESSURES ON HIM FOR MORE DRASTI ACTION TO ARREST THE DETERIORATION OF MORALE AND THE UNDERMINING OF ECONOMIC AND SOCIAL STABILITY IN NORTHERN IRELAND.
8689,IMG_0195,J_Terrorism,3,THE LATEST SERIES OF ACTS OF TERRORISM BY
8694,IMG_0196,J_Terrorism,1,THE LATEST SERIES OF ACTS OF TERRORISM BY THE IRA AND THEIR RECENT DECLARATIONS OF THEIR INTENTION TO CONTINUE AND EVEN ESCALATE THAT CAMPAIGN HAVE MADE IT IMPOSSIBLE FOR HIM TO RESIST THE PRESSURES ONHIM FOR MORE DRASTIC ACTION TO ARREST THE DETERIORATION OF MORALE AND THE UNDERMINING OF ECONOMIC AND SOCIAL STABILITY IN NORTHERN IRELAND
8695,IMG_0196,J_Terrorism,2,ALSO THE FACT THAT THE INTIMIDATION OF THE POPULATION BY THE TERRORISTS HAS BEEN INCREASINGLY HAMPERING THE PROCESS OF GATHERING INTELIGENCE.
8701,IMG_0198,J_Terrorism,1,"The security forces 
and 
people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland."
8702,IMG_0198,J_Terrorism,2,The latest series of acts of terrorism by the I.R.A. and their recent declarations of their intention to continue and even
8708,IMG_0199,J_Terrorism,1,"Page 1 : (85,76) - (430,160)"
8715,IMG_0200,J_Terrorism,1,"Page 1 : (93,54) - (459,162)"
8722,IMG_0201,J_Terrorism,1,"Page 1 : (107,267) - (463,373)"
8729,IMG_0204,J_Terrorism,1,The security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.
8736,IMG_0205,J_Terrorism,1,"Page 1 : (60,88) - (433,229)"
8737,IMG_0205,J_Terrorism,2,"Page 1 : (58,311) - (414,380)"
8743,IMG_0212,J_Terrorism,1,"Moreover, it was not a 
question of regarding a ban on marches as some kind of political offset against internment. The Protestants in Northern Ireland would regard internment as no more than a merited punishment for the violence of the IRA and their Roman Catholic supporters; they would not see it at all as something which required a corresponding gesture on the part of themselves. Since the Government would need full Protestant support for any new initiatives on political reconciliation which they might be able to undertake, it would be foolish to alienate Protestant support by an indiscriminate ban on marches."
8750,IMG_0223,J_Terrorism,1,"Internment, if it can be made effective on the basis of being limited to 
Northern Ireland, should have a damaging effect on the IRA’s operations, although it would be unlikely to put an end to terrorism completely."
8757,IMG_0255,J_Terrorism,1,"As you know, although the main Protestant parades of July 
passed off without giving rise to any serious incidents, there has been a significant worsening in recent weeks in the amount and nature of terrorist activity in Northern Ireland, with frequent bomb attacks on an increasing scale and also the outbreaks of extremely vicious street fighting in Londonderry where there had previously been very little trouble for many months. This activity is clearly the work of the IRA; and the GOC has confirmed that the signs are that this body is getting better organised and more efficient in its methods. Earlier this week the GOC reported to the Defence Secretary, and also to the Home Secretary, that renewed pressure was building up within Mr. Faulkner’s Government for firm action against the IRA; and Mr. Faulkner has himself been in touch with the Home Secretary to suggest that the time may have come to think again about internment."
8764,IMG_0256,J_Terrorism,1,"Lord Carrington has however stipulated that on each occasion when the new policy is put into effect it must be presented as the consequence of some recent outbreak of terrorism on the IRA’s part, rather than as an initiative on the part of the Army."
8771,IMG_5801,J_Terrorism,1,"Page 1 : (70,95) - (494,164)"
8772,IMG_5801,J_Terrorism,2,"Page 1 : (67,615) - (490,707)"
8778,IMG_5802,J_Terrorism,1,"Page 1 : (75,222) - (520,269)"
8785,IMG_5835,J_Terrorism,1,"Page 1 : (49,347) - (535,474)"
8792,IMG_5838,J_Terrorism,1,He warned the Opposition against making common cause with extremists and said he was willing to approach with them the problem in a non-partisan manner.
8799,IMG_5860,J_Terrorism,1,"THE MILITARY OPERATIONS TO WHICH YOU REFER ARE DESIGNED SOLELY FOR THE DEFENCE OF THE PEOPLE AGAINST ARMED TERRORISTS WHOSE ACTIVITIES, MANY OF WHICH ORIGINATE IN OR ARE SUPPORTED FROM THE REPUBLIC, I HOPE YOU WOULD DEPLORE AND JOIN US IN SUPPRESSING."
8806,IMG_5864,J_Terrorism,1,"The military operations to which you refer 
are designed solely for the defence of the people against armed terrorists whose activities, many of which originate in or are supported from the Republic, I hope you would deplore and join us in suppressing."
8813,IMG_5871,J_Terrorism,1,Many members of the minority community would be relieved at the removal of IRA terrorists from their midst.
8820,IMG_5872,J_Terrorism,1,THE PRIME MINISTER said that some action should be taken to refute suggestions that detention orders had been made out of mere political vindictiveness: for example by publishing a general description of those held in order to indicate their close involvement in terrorist activity.
8827,IMG_5873,J_Terrorism,1,It would be important to select people who could fairly distinguish between deliberate brutality and the force that had inevitably to be used to bring violent terrorists into custody.
8834,IMG_5885,J_Terrorism,1,"The internment operation has been a considerable success technically 
Those detained include a considerable number of both the Goulding and Brady wings of the IRA. The evidence is that both wings have been much more seriously disrupted than statements from IRA sources suggest, and while they will undoubtedly continue to give trouble, there is reasonable hope that, with increased vigilance at the border, terrorist activity wi11 now be at a lower level than in the weeks before internment."
8841,IMG_5902,J_Terrorism,1,"that your remarks have made much 
more difficult the task of all of us who want to see people of both communities in Northern Ireland sharing the benefits and undertaking some of the responsibilities of an ordered society, and can only strengthen the hand of the extremists."
8848,IMG_5588,J_Terrorism,1,"We are at present engaged in a deadly struggle against an armed 
conspiracy whose immediate purpose it is to destroy the peace, stability and security of this part of the United Kingdom. 
I say the immediate purpose. The ultimate purpose is the overthrow by violence the clear and 
democratically expressed wish of the majority of the people of Northern Ireland to remain part of the United Kingdom. 
Neither the I.R.A., nor 
indeed any other organisation, will be allowed to achieve this by force of arms, though the present campaign of violence may have gained the support of some, who while professing to deplore the methods of the I.R.A., are in sympathy with its aims."
