,Unnamed: 0,image_id,file_id,img_file_orig,file_start_year,file_start_month,file_end_year,file_end_month,date_coded,occurances,text,clean_text,justification_J_Denial,justification_J_Development-Unity,justification_J_Emergency-Policy,justification_J_Intelligence,justification_J_Intl-Domestic_Precedent,justification_J_Last-resort,justification_J_Law-and-order,justification_J_Legal_Procedure,justification_J_Misc,justification_J_Political-Strategic,justification_J_Terrorism,justification_J_Utilitarian-Deterrence,justification_cat
1916,1916,IMG_0185,PREM_15_478,PREM_15_478_185,1971,7,1971,8,,1,"The 
security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.
",the security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1917,1917,IMG_0185,PREM_15_478,PREM_15_478_185,1971,7,1971,8,,2,The latest,the latest,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1918,1918,IMG_0186,PREM_15_478,PREM_15_478_186,1971,7,1971,8,,1,"Page 1 : (60,91) - (416,215)",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1919,1919,IMG_0189,PREM_15_478,PREM_15_478_189,1971,7,1971,8,,1,"Page 1 : (99,246) - (449,350)
",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1920,1920,IMG_0189,PREM_15_478,PREM_15_478_189,1971,7,1971,8,,2,The latest series of acts of terrorism by the I.R.A. and their recent.,the latest series of acts of terrorism by the ira and their recent,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1921,1921,IMG_0190,PREM_15_478,PREM_15_478_190,1971,7,1971,8,,1,"Page 1 : (112,240) - (454,322)
",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1922,1922,IMG_0190,PREM_15_478,PREM_15_478_190,1971,7,1971,8,,2,declarations of their intention to continue and even escalate that campaign have made it impossible for him,declarations of their intention to continue and even escalate that campaign have made it impossible for him,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1923,1923,IMG_0191,PREM_15_478,PREM_15_478_191,1971,7,1971,8,,1,"Page 1 : (84,289) - (411,388)",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1924,1924,IMG_0195,PREM_15_478,PREM_15_478_195,1971,7,1971,8,,1,"THE SECURITY FORCES ARE ACCORDINGLY ARRESTING AND DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR COMMITTING OR ABETTING ACTSOF TERRORISM AND OTHER BREACHES OF THE PEACE DESIGNED TO LEAD TO A BREAKDOWN OF LAW ANDORDER IN NORTHERN IRELAND.
",the security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting actsof terrorism and other breaches of the peace designed to lead to a breakdown of law andorder in northern ireland,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1925,1925,IMG_0195,PREM_15_478,PREM_15_478_195,1971,7,1971,8,,2,"THE IRA AND THEIR RECENT DECLARATIONS OF THEIR INTENTION TO CONTINUE AND EVEN ESCALATE THEIR CAMPAIGN HAVE MADE IT IMPOSSIBLE FOR HIM TO RESIST THE PRESSURES ON HIM FOR MORE DRASTI ACTION TO ARREST THE DETERIORATION OF MORALE AND THE UNDERMINING OF ECONOMIC AND SOCIAL STABILITY IN NORTHERN IRELAND.
",the ira and their recent declarations of their intention to continue and even escalate their campaign have made it impossible for him to resist the pressures on him for more drasti action to arrest the deterioration of morale and the undermining of economic and social stability in northern ireland,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1926,1926,IMG_0195,PREM_15_478,PREM_15_478_195,1971,7,1971,8,,3,THE LATEST SERIES OF ACTS OF TERRORISM BY,the latest series of acts of terrorism by,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1927,1927,IMG_0196,PREM_15_478,PREM_15_478_196,1971,7,1971,8,,1,"THE LATEST SERIES OF ACTS OF TERRORISM BY THE IRA AND THEIR RECENT DECLARATIONS OF THEIR INTENTION TO CONTINUE AND EVEN ESCALATE THAT CAMPAIGN HAVE MADE IT IMPOSSIBLE FOR HIM TO RESIST THE PRESSURES ONHIM FOR MORE DRASTIC ACTION TO ARREST THE DETERIORATION OF MORALE AND THE UNDERMINING OF ECONOMIC AND SOCIAL STABILITY IN NORTHERN IRELAND
",the latest series of acts of terrorism by the ira and their recent declarations of their intention to continue and even escalate that campaign have made it impossible for him to resist the pressures onhim for more drastic action to arrest the deterioration of morale and the undermining of economic and social stability in northern ireland,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1928,1928,IMG_0196,PREM_15_478,PREM_15_478_196,1971,7,1971,8,,2,ALSO THE FACT THAT THE INTIMIDATION OF THE POPULATION BY THE TERRORISTS HAS BEEN INCREASINGLY HAMPERING THE PROCESS OF GATHERING INTELIGENCE.,also the fact that the intimidation of the population by the terrorists has been increasingly hampering the process of gathering inteligence,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1929,1929,IMG_0198,PREM_15_478,PREM_15_478_198,1971,7,1971,8,,1,"The security forces 
and 
people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.
",the security forces and people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1930,1930,IMG_0198,PREM_15_478,PREM_15_478_198,1971,7,1971,8,,2,The latest series of acts of terrorism by the I.R.A. and their recent declarations of their intention to continue and even,the latest series of acts of terrorism by the ira and their recent declarations of their intention to continue and even,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1931,1931,IMG_0199,PREM_15_478,PREM_15_478_199,1971,7,1971,8,,1,"Page 1 : (85,76) - (430,160)",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1932,1932,IMG_0200,PREM_15_478,PREM_15_478_200,1971,7,1971,8,,1,"Page 1 : (93,54) - (459,162)",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1933,1933,IMG_0201,PREM_15_478,PREM_15_478_201,1971,7,1971,8,,1,"Page 1 : (107,267) - (463,373)",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1934,1934,IMG_0204,PREM_15_478,PREM_15_478_204,1971,7,1971,8,,1,The security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.,the security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1935,1935,IMG_0205,PREM_15_478,PREM_15_478_205,1971,7,1971,8,,1,"Page 1 : (60,88) - (433,229)
",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1936,1936,IMG_0205,PREM_15_478,PREM_15_478_205,1971,7,1971,8,,2,"Page 1 : (58,311) - (414,380)",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1937,1937,IMG_0212,PREM_15_478,PREM_15_478_212,1971,7,1971,8,,1,"Moreover, it was not a 
question of regarding a ban on marches as some kind of political offset against internment. The Protestants in Northern Ireland would regard internment as no more than a merited punishment for the violence of the IRA and their Roman Catholic supporters; they would not see it at all as something which required a corresponding gesture on the part of themselves. Since the Government would need full Protestant support for any new initiatives on political reconciliation which they might be able to undertake, it would be foolish to alienate Protestant support by an indiscriminate ban on marches.",moreover it was not a question of regarding a ban on marches as some kind of political offset against internment the protestants in northern ireland would regard internment as no more than a merited punishment for the violence of the ira and their roman catholic supporters they would not see it at all as something which required a corresponding gesture on the part of themselves since the government would need full protestant support for any new initiatives on political reconciliation which they might be able to undertake it would be foolish to alienate protestant support by an indiscriminate ban on marches,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1938,1938,IMG_0223,PREM_15_478,PREM_15_478_223,1971,7,1971,8,,1,"Internment, if it can be made effective on the basis of being limited to 
Northern Ireland, should have a damaging effect on the IRA‰Ûªs operations, although it would be unlikely to put an end to terrorism completely.",internment if it can be made effective on the basis of being limited to northern ireland should have a damaging effect on the iras operations although it would be unlikely to put an end to terrorism completely,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1939,1939,IMG_0255,PREM_15_478,PREM_15_478_255,1971,7,1971,8,,1,"As you know, although the main Protestant parades of July 
passed off without giving rise to any serious incidents, there has been a significant worsening in recent weeks in the amount and nature of terrorist activity in Northern Ireland, with frequent bomb attacks on an increasing scale and also the outbreaks of extremely vicious street fighting in Londonderry where there had previously been very little trouble for many months. This activity is clearly the work of the IRA; and the GOC has confirmed that the signs are that this body is getting better organised and more efficient in its methods. Earlier this week the GOC reported to the Defence Secretary, and also to the Home Secretary, that renewed pressure was building up within Mr. Faulkner‰Ûªs Government for firm action against the IRA; and Mr. Faulkner has himself been in touch with the Home Secretary to suggest that the time may have come to think again about internment.",as you know although the main protestant parades of july passed off without giving rise to any serious incidents there has been a significant worsening in recent weeks in the amount and nature of terrorist activity in northern ireland with frequent bomb attacks on an increasing scale and also the outbreaks of extremely vicious street fighting in londonderry where there had previously been very little trouble for many months this activity is clearly the work of the ira and the goc has confirmed that the signs are that this body is getting better organised and more efficient in its methods earlier this week the goc reported to the defence secretary and also to the home secretary that renewed pressure was building up within mr faulkners government for firm action against the ira and mr faulkner has himself been in touch with the home secretary to suggest that the time may have come to think again about internment,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1940,1940,IMG_0256,PREM_15_478,PREM_15_478_256,1971,7,1971,8,,1,"Lord Carrington has however stipulated that on each occasion when the new policy is put into effect it must be presented as the consequence of some recent outbreak of terrorism on the IRA‰Ûªs part, rather than as an initiative on the part of the Army.",lord carrington has however stipulated that on each occasion when the new policy is put into effect it must be presented as the consequence of some recent outbreak of terrorism on the iras part rather than as an initiative on the part of the army,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1941,1941,IMG_5801,PREM_15_479,IMG_5801_PREM_15_479,1971,8,1971,9,,1,"Page 1 : (70,95) - (494,164)
",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1942,1942,IMG_5801,PREM_15_479,IMG_5801_PREM_15_479,1971,8,1971,9,,2,"Page 1 : (67,615) - (490,707)",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1943,1943,IMG_5802,PREM_15_479,IMG_5802_PREM_15_479,1971,8,1971,9,,1,"Page 1 : (75,222) - (520,269)",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1944,1944,IMG_5835,PREM_15_479,IMG_5835_PREM_15_479,1971,8,1971,9,,1,"Page 1 : (49,347) - (535,474)",,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1945,1945,IMG_5838,PREM_15_479,IMG_5838_PREM_15_479,1971,8,1971,9,,1,He warned the Opposition against making common cause with extremists and said he was willing to approach with them the problem in a non-partisan manner.,he warned the opposition against making common cause with extremists and said he was willing to approach with them the problem in a nonpartisan manner,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1946,1946,IMG_5860,PREM_15_479,IMG_5860_PREM_15_479,1971,8,1971,9,1971-08,1,"THE MILITARY OPERATIONS TO WHICH YOU REFER ARE DESIGNED SOLELY FOR THE DEFENCE OF THE PEOPLE AGAINST ARMED TERRORISTS WHOSE ACTIVITIES, MANY OF WHICH ORIGINATE IN OR ARE SUPPORTED FROM THE REPUBLIC, I HOPE YOU WOULD DEPLORE AND JOIN US IN SUPPRESSING.",the military operations to which you refer are designed solely for the defence of the people against armed terrorists whose activities many of which originate in or are supported from the republic i hope you would deplore and join us in suppressing,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1947,1947,IMG_5864,PREM_15_479,IMG_5864_PREM_15_479,1971,8,1971,9,,1,"The military operations to which you refer 
are designed solely for the defence of the people against armed terrorists whose activities, many of which originate in or are supported from the Republic, I hope you would deplore and join us in suppressing.",the military operations to which you refer are designed solely for the defence of the people against armed terrorists whose activities many of which originate in or are supported from the republic i hope you would deplore and join us in suppressing,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
1948,1948,IMG_5871,PREM_15_479,IMG_5871_PREM_15_479,1971,8,1971,9,,1,Many members of the minority community would be relieved at the removal of IRA terrorists from their midst.,many members of the minority community would be relieved at the removal of ira terrorists from their midst,0,0,0,0,0,0,0,0,0,0,1,0,J_Terrorism
